,  35 .  10 
1986 ,  36 .  98 
1982 ,  37 .  71 
1984 ,  36 .  84 
1981 ,  36 .  84 
1983 ,  36 .  84 
1983 ,  35 .  68 
1983 ,  36 .  55 
1984 ,  36 .  55 
1975 ,  36 .  84 
1987 ,  36 .  98 
1979 ,  36 .  84 
1983 ,  36 .  55 
1985 ,  36 .  40 
1983 ,  36 .  84 
1983 ,  35 .  97 
1986 ,  38 .  14 
1984 ,  36 .  55 
1985 ,  36 .  98 
1981 ,  35 .  82 
1982 ,  36 .  69 
1982 ,  36 .  55 
1982 ,  35 .  82 
1982 ,  35 .  68 
1982 ,  36 .  98 
1982 ,  36 .  98 
1982 ,  36 .  98 
1983 ,  36 .  55 
1984 ,  37 .  42 
1982 ,  36 .  98 
1983 ,  36 .  40 
1983 ,  36 .  98 
1984 ,  35 .  97 
1982 ,  36 .  98 
1983 ,  36 .  84 
1987 ,  35 .  82 
1984 ,  36 .  55 
1983 ,  36 .  98 
1982 ,  36 .  26 
1981 ,  35 .  10 
1981 ,  36 .  98 
1983 ,  36 .  26 
1986 ,  36 .  98 
1983 ,  36 .  40 
1981 ,  36 .  84 
1983 ,  36 .  84 
1983 ,  36 .  84 
1983 ,  35 .  10 
1986 ,  36 .  84 
1984 ,  36 .  40 
1984 ,  36 .  26 
1984 ,  36 .  26 
1982 ,  35 .  53 
1983 ,  36 .  26 
1986 ,  38 .  58 
1986 ,  36 .  26 
1982 ,  36 .  26 
1982 ,  35 .  82 
1981 ,  36 .  98 
1983 ,  36 .  55 
1982 ,  36 .  84 
1984 ,  35 .  10 
1984 ,  36 .  84 
1989 ,  36 .  40 
1982 ,  34 .  52 
1981 ,  35 .  82 
1983 ,  35 .  68 
1984 ,  36 .  84 
1984 ,  35 .  82 
1983 ,  35 .  53 
1982 ,  35 .  10 
1984 ,  36 .  84 
1983 ,  35 .  53 
1983 ,  34 .  52 
1982 ,  35 .  39 
1981 ,  35 .  82 
1985 ,  35 .  97 
1986 ,  35 .  39 
1982 ,  36 .  55 
1982 ,  36 .  98 
1985 ,  36 .  98 
1983 ,  36 .  55 
1983 ,  36 .  26 
1986 ,  36 .  84 
1983 ,  35 .  82 
1981 ,  35 .  82 
1983 ,  36 .  26 
1981 ,  36 .  84 
1984 ,  36 .  55 
1984 ,  36 .  98 
1984 ,  35 .  68 
1983 ,  35 .  68 
1982 ,  35 .  82 
1982 ,  35 .  82 
1984 ,  36 .  40 
1984 ,  34 .  81 
1984 ,  36 .  98 
1984 ,  35 .  39 
1984 ,  35 .  68 
1984 ,  36 .  55 
1985 ,  35 .  82 
1981 ,  35 .  10 
1985 ,  36 .  55 
1985 ,  35 .  10 
1984 ,  36 .  55 
1984 ,  36 .  55 
1983 ,  35 .  39 
1984 ,  36 .  55 
1984 ,  36 .  11 
1987 ,  36 .  55 
1985 ,  36 .  84 
1984 ,  36 .  55 
1986 ,  38 .   0 
1986 ,  35 .  82 
1984 ,  33 .  50 
1985 ,  36 .  26 
1984 ,  36 .  84 
1984 ,  36 .  55 
1986 ,  36 .  98 
1985 ,  36 .  40 
1984 ,  36 .  55 
1983 ,  35 .  82 
1981 ,  36 .  98 
1986 ,  36 .  84 
1986 ,  36 .  40 
1984 ,  36 .  40 
1986 ,  35 .  82 
1983 ,  36 .  55 
1984 ,  36 .  84 
1985 ,  36 .  84 
1977 ,  37 .  71 
1986 ,  36 .  55 
1986 ,  37 .  71 
1986 ,  36 .  26 
1983 ,  36 .  98 
1984 ,  36 .  26 
1986 ,  36 .  84 
1987 ,  36 .  84 
1985 ,  36 .  98 
1984 ,  36 .  26 
1984 ,  36 .  26 
1984 ,  36 .  40 
1984 ,  36 .  26 
1985 ,  35 .  39 
1981 ,  36 .  98 
1982 ,  36 .  55 
1984 ,  36 .  84 
1983 ,  35 .  39 
1984 ,  36 .  98 
1984 ,  36 .  40 
1984 ,  36 .  55 
1983 ,  36 .  98 
1985 ,  36 .  98 
1984 ,  36 .  84 
1984 ,  36 .  40 
1984 ,  35 .  82 
1984 ,  36 .  69 
1984 ,  36 .  98 
1984 ,  38 .   0 
1984 ,  36 .  84 
1985 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  98 
1985 ,  35 .  68 
1984 ,  36 .  84 
1985 ,  36 .  69 
1984 ,  36 .  84 
1986 ,  36 .  55 
1986 ,  36 .  26 
1985 ,  36 .  98 
1984 ,  35 .  82 
1985 ,  36 .  84 
1986 ,  38 .   0 
1986 ,  38 .  58 
1983 ,  36 .  40 
1984 ,  36 .  84 
1984 ,  36 .  26 
1984 ,  36 .  55 
1984 ,  35 .  82 
1984 ,  36 .  69 
1984 ,  35 .  82 
1984 ,  35 .  10 
1986 ,  38 .  58 
1984 ,  36 .  98 
1984 ,  35 .  82 
1984 ,  35 .  68 
1984 ,  34 .  66 
1982 ,  36 .  84 
1981 ,  35 .  39 
1984 ,  35 .  68 
1984 ,  35 .  82 
1982 ,  36 .  98 
1985 ,  36 .  26 
1984 ,  35 .  82 
1984 ,  36 .  26 
1984 ,  36 .  98 
1985 ,  35 .  24 
1987 ,  35 .  82 
1987 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  35 .  82 
1984 ,  35 .  82 
1985 ,  35 .  68 
1983 ,  36 .  84 
1977 ,  35 .  82 
1986 ,  36 .  55 
1986 ,  36 .  26 
1987 ,  36 .  26 
1987 ,  36 .  98 
1984 ,  36 .  69 
1984 ,  36 .  26 
1987 ,  36 .  98 
1985 ,  36 .  55 
1984 ,  36 .  26 
1985 ,  35 .  39 
1986 ,  36 .  69 
1986 ,  35 .  82 
1986 ,  35 .  82 
1986 ,  36 .  84 
1986 ,  36 .  98 
1985 ,  35 .  82 
1986 ,  36 .  26 
1987 ,  36 .  55 
1986 ,  36 .  55 
1986 ,  35 .  82 
1986 ,  36 .  84 
1986 ,  36 .  55 
1985 ,  36 .  98 
1987 ,  36 .  98 
1986 ,  36 .  26 
1985 ,  36 .  84 
1986 ,  36 .  84 
1988 ,  35 .  82 
1986 ,  36 .  26 
1987 ,  36 .  40 
1988 ,  36 .  84 
1985 ,  36 .  40 
1985 ,  36 .  55 
1984 ,  35 .  68 
1987 ,  36 .  40 
1983 ,  35 .  68 
1987 ,  36 .  40 
1984 ,  36 .  26 
1985 ,  36 .  55 
1985 ,  36 .  40 
1983 ,  35 .  68 
1986 ,  35 .  82 
1985 ,  36 .  84 
1986 ,  36 .  84 
1984 ,  37 .  56 
1986 ,  36 .  98 
1984 ,  36 .  55 
1981 ,  36 .  84 
1985 ,  36 .  69 
1987 ,  36 .  98 
1984 ,  36 .  98 
1983 ,  35 .  82 
1985 ,  36 .  26 
1982 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  36 .  98 
1984 ,  36 .  69 
1983 ,  36 .  26 
1984 ,  36 .  98 
1985 ,  35 .  82 
1983 ,  36 .  84 
1982 ,  36 .  40 
1984 ,  36 .  40 
1982 ,  36 .  98 
1986 ,  36 .  55 
1982 ,  36 .  98 
1982 ,  36 .  40 
1981 ,  35 .  39 
1982 ,  36 .  69 
1982 ,  36 .  84 
1984 ,  36 .  98 
1986 ,  37 .  71 
1983 ,  36 .  84 
1984 ,  36 .  98 
1984 ,  36 .  69 
1981 ,  36 .  98 
1983 ,  36 .  84 
1983 ,  36 .  84 
1981 ,  37 .  71 
1985 ,  36 .  55 
1984 ,  35 .  68 
1983 ,  36 .  26 
1983 ,  36 .  84 
1983 ,  36 .  26 
1983 ,  35 .  82 
1985 ,  36 .  69 
1983 ,  36 .  98 
1984 ,  36 .  84 
1982 ,  36 .  26 
1984 ,  35 .  39 
1985 ,  36 .  84 
1984 ,  39 .  30 
1983 ,  36 .  98 
1982 ,  35 .  82 
1983 ,  35 .  68 
1983 ,  36 .  98 
1982 ,  35 .  68 
1984 ,  36 .  69 
1981 ,  38 .   0 
1981 ,  35 .  68 
1982 ,  36 .  55 
1982 ,  35 .  39 
1984 ,  36 .  98 
1983 ,  35 .  68 
1983 ,  35 .  24 
1984 ,  35 .  53 
1984 ,  36 .  55 
1983 ,  35 .  82 
1984 ,  36 .  55 
1986 ,  36 .  26 
1983 ,  36 .  98 
1984 ,  35 .  82 
1984 ,  36 .  55 
1985 ,  35 .  68 
1985 ,  36 .  84 
1984 ,  36 .  55 
1986 ,  35 .  68 
1984 ,  36 .  55 
1984 ,  37 .  42 
1986 ,  35 .  82 
1984 ,  36 .  26 
1984 ,  36 .  40 
1985 ,  36 .  84 
1986 ,  36 .  98 
1986 ,  36 .  98 
1983 ,  35 .  82 
1985 ,  36 .  69 
1984 ,  36 .  40 
1985 ,  35 .  68 
1984 ,  36 .  40 
1986 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  98 
1985 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  40 
1984 ,  35 .  39 
1984 ,  36 .  55 
1984 ,  36 .  40 
1985 ,  35 .  53 
1985 ,  36 .  84 
1986 ,  36 .  84 
1986 ,  36 .  98 
1987 ,  36 .  55 
1986 ,  36 .  26 
1985 ,  36 .  98 
1986 ,  36 .  40 
1984 ,  36 .  84 
1985 ,  36 .  40 
1988 ,  35 .  82 
1985 ,  36 .  98 
1987 ,  36 .  98 
1987 ,  35 .  10 
1985 ,  36 .  69 
1985 ,  36 .  98 
1987 ,  36 .  55 
1985 ,  37 .  71 
1986 ,  36 .  98 
1988 ,  36 .  26 
1986 ,  36 .  55 
1986 ,  36 .  69 
1980 ,  36 .  84 
1987 ,  36 .  98 
1989 ,  38 .   0 
1987 ,  36 .  84 
1987 ,  36 .  98 
1986 ,  36 .  84 
1989 ,  36 .  40 
1985 ,  36 .  40 
1986 ,  36 .  26 
1987 ,  36 .  98 
1985 ,  36 .  98 
1986 ,  36 .  98 
1987 ,  36 .  26 
1987 ,  36 .  98 
1988 ,  36 .  98 
1987 ,  36 .  69 
1985 ,  36 .  26 
1985 ,  36 .  55 
1986 ,  36 .  84 
1987 ,  37 .  42 
1986 ,  36 .  84 
1986 ,  36 .  40 
1988 ,  36 .  40 
1988 ,  36 .  98 
1986 ,  36 .  98 
1988 ,  36 .  98 
1984 ,  35 .  82 
1987 ,  36 .  98 
1986 ,  37 .  71 
1988 ,  36 .  84 
1985 ,  36 .  26 
1987 ,  36 .  55 
1986 ,  35 .  82 
1987 ,  36 .  98 
1990 ,  36 .  84 
1988 ,  36 .  40 
1988 ,  36 .  98 
1988 ,  36 .  84 
1989 ,  38 .   0 
1988 ,  36 .  84 
1988 ,  36 .  84 
1989 ,  36 .  98 
1986 ,  37 .  42 
1988 ,  36 .  84 
1988 ,  36 .  40 
1987 ,  36 .  40 
1988 ,  35 .  10 
1987 ,  36 .  84 
1986 ,  35 .  10 
1985 ,  36 .  98 
1989 ,  36 .  84 
1988 ,  38 .  87 
1988 ,  36 .  40 
1987 ,  36 .  98 
1988 ,  35 .  53 
1987 ,  36 .  84 
1988 ,  36 .  98 
1985 ,  36 .  84 
1987 ,  38 .   0 
1988 ,  36 .  98 
1988 ,  35 .  68 
1990 ,  36 .  84 
1985 ,  36 .  26 
1986 ,  35 .  53 
1989 ,  36 .  11 
1987 ,  36 .  55 
1987 ,  35 .  39 
1988 ,  35 .  10 
1989 ,  35 .  68 
1985 ,  36 .  84 
1988 ,  36 .  98 
1988 ,  35 .  82 
1986 ,  35 .  82 
1992 ,  36 .  55 
1988 ,  35 .  82 
1986 ,  36 .  98 
1986 ,  36 .  40 
1988 ,  36 .  98 
1987 ,  36 .  55 
1988 ,  35 .  68 
1985 ,  35 .  68 
1986 ,  36 .  98 
1986 ,  35 .  24 
1986 ,  35 .  82 
1987 ,  35 .  82 
1987 ,  35 .  39 
1990 ,  36 .  98 
1985 ,  36 .  55 
1985 ,  36 .  84 
1989 ,  36 .  98 
1986 ,  36 .  55 
1987 ,  36 .  69 
1986 ,  37 .  42 
1986 ,  36 .  84 
1988 ,  36 .  84 
1985 ,  35 .  82 
1985 ,  36 .  84 
1996 ,  36 .  84 
1987 ,  36 .  84 
1986 ,  36 .  98 
1987 ,  35 .  68 
1985 ,  36 .  84 
1987 ,  36 .  98 
1988 ,  36 .  40 
1987 ,  35 .  68 
1990 ,  36 .  40 
1987 ,  36 .  84 
1985 ,  35 .  82 
1984 ,  38 .  14 
1984 ,  36 .  98 
1986 ,  36 .  84 
1987 ,  36 .  84 
1985 ,  36 .  55 
1985 ,  36 .  55 
1985 ,  36 .  98 
1986 ,  36 .  84 
1986 ,  36 .  26 
1982 ,  36 .  98 
1980 ,  36 .  40 
1986 ,  35 .  82 
1985 ,  38 .  14 
1987 ,  36 .  84 
1987 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  36 .  98 
1986 ,  36 .  98 
1986 ,  36 .  26 
1978 ,  37 .  56 
1995 ,  36 .  40 
1988 ,  36 .  26 
1988 ,  36 .  55 
1985 ,  36 .  40 
1986 ,  35 .  82 
1986 ,  36 .  98 
1987 ,  37 .  71 
1987 ,  36 .  98 
1986 ,  36 .  69 
1985 ,  36 .  40 
1988 ,  36 .  11 
1986 ,  35 .  82 
1988 ,  37 .  42 
1988 ,  36 .  26 
1986 ,  36 .  55 
1986 ,  36 .  26 
1990 ,  36 .  84 
1985 ,  35 .  53 
1989 ,  36 .  55 
1984 ,  36 .  55 
1988 ,  36 .  84 
1986 ,  35 .  82 
1988 ,  38 .  58 
1988 ,  36 .  98 
1985 ,  36 .  98 
1988 ,  35 .  53 
1990 ,  36 .  98 
1985 ,  36 .  98 
1987 ,  36 .  84 
1990 ,  35 .  39 
1989 ,  36 .  26 
1988 ,  36 .  98 
1986 ,  36 .  55 
1988 ,  35 .  24 
1987 ,  36 .  84 
1988 ,  36 .  84 
1988 ,  36 .  98 
1985 ,  35 .  68 
1988 ,  37 .  42 
1988 ,  36 .  84 
1990 ,  38 .   0 
1990 ,  36 .  26 
1987 ,  36 .  98 
1987 ,  36 .  98 
1987 ,  36 .  98 
1986 ,  37 .  56 
1987 ,  35 .  39 
1986 ,  35 .  24 
1990 ,  36 .  55 
1986 ,  36 .  98 
1988 ,  36 .  55 
1987 ,  35 .  82 
1987 ,  37 .  85 
1988 ,  35 .  10 
1988 ,  35 .  68 
1988 ,  35 .  10 
1988 ,  35 .  68 
1987 ,  35 .  39 
1988 ,  35 .  68 
1989 ,  36 .  98 
1990 ,  35 .  10 
1988 ,  35 .  68 
1987 ,  35 .  68 
1988 ,  36 .  26 
1989 ,  35 .  82 
1989 ,  35 .  68 
1986 ,  35 .  68 
1989 ,  35 .  68 
1987 ,  36 .  98 
1990 ,  36 .  26 
1989 ,  36 .  26 
1988 ,  35 .  82 
1987 ,  36 .  40 
1989 ,  36 .  84 
1986 ,  36 .  55 
1987 ,  36 .  26 
1987 ,  36 .  26 
1985 ,  36 .  26 
1985 ,  35 .  82 
1987 ,  36 .  69 
1987 ,  35 .  68 
1987 ,  35 .  82 
1987 ,  35 .  53 
1986 ,  36 .  84 
1989 ,  36 .  98 
1986 ,  35 .  82 
1984 ,  36 .  55 
1987 ,  36 .  26 
1988 ,  36 .  98 
1985 ,  35 .  68 
1985 ,  35 .  82 
1987 ,  36 .  84 
1987 ,  36 .  55 
1989 ,  35 .  82 
1987 ,  36 .  84 
1987 ,  36 .  40 
1986 ,  36 .  40 
1986 ,  36 .  84 
1985 ,  35 .  82 
1985 ,  36 .  26 
1988 ,  36 .  84 
1987 ,  38 .  87 
1988 ,  35 .  24 
1986 ,  35 .  82 
1987 ,  36 .  55 
1984 ,  36 .  55 
1987 ,  36 .  98 
1986 ,  36 .  98 
1988 ,  38 .  14 
1987 ,  36 .  84 
1987 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  40 
1986 ,  36 .  26 
1987 ,  36 .  69 
1988 ,  35 .  68 
1987 ,  36 .  55 
1988 ,  36 .  84 
1986 ,  36 .  84 
1988 ,  36 .  98 
1996 ,  38 .  14 
1981 ,  36 .  98 
1990 ,  37 .  71 
1988 ,  37 .  56 
1988 ,  36 .  98 
1986 ,  35 .  82 
1987 ,  36 .  98 
1988 ,  36 .  98 
1986 ,  37 .  71 
1987 ,  36 .  84 
1987 ,  36 .  98 
1985 ,  36 .  40 
1985 ,  36 .  40 
1987 ,  36 .  98 
1987 ,  36 .  84 
1986 ,  35 .  82 
1988 ,  36 .  26 
1985 ,  36 .  98 
1985 ,  35 .  97 
1987 ,  36 .  55 
1986 ,  37 .  13 
1987 ,  36 .  98 
1985 ,  35 .  82 
1987 ,  36 .  40 
1988 ,  35 .  82 
1987 ,  36 .  98 
1992 ,  35 .  82 
1988 ,  36 .  84 
1988 ,  36 .  84 
1988 ,  36 .  84 
1988 ,  36 .  84 
1989 ,  37 .  42 
1988 ,  36 .  84 
1987 ,  36 .  84 
1989 ,  36 .  69 
1986 ,  36 .  55 
1986 ,  36 .  26 
1989 ,  36 .  84 
1990 ,  37 .  71 
1988 ,  36 .  84 
1989 ,  36 .  98 
1987 ,  36 .  98 
1992 ,  36 .  84 
1983 ,  35 .  82 
1987 ,  36 .  98 
1990 ,  36 .  55 
1990 ,  37 .  56 
1988 ,  35 .  82 
1985 ,  36 .  26 
1988 ,  37 .  56 
1988 ,  36 .  84 
1988 ,  36 .  69 
1987 ,  36 .  84 
1993 ,  36 .  98 
1988 ,  35 .  24 
1985 ,  35 .  39 
1984 ,  35 .  68 
1986 ,  35 .  53 
1988 ,  36 .  84 
1990 ,  35 .  68 
1990 ,  35 .  39 
1990 ,  35 .  39 
1988 ,  36 .  84 
1990 ,  35 .  82 
1983 ,  36 .  40 
1988 ,  36 .  69 
1989 ,  35 .  68 
1987 ,  35 .  82 
1985 ,  35 .  82 
1989 ,  35 .  68 
1988 ,  36 .  26 
1990 ,  35 .  82 
1984 ,  35 .  68 
1992 ,  36 .  98 
1985 ,  36 .  40 
1985 ,  35 .  68 
1985 ,  36 .  55 
1985 ,  35 .  68 
1985 ,  35 .  82 
1991 ,  35 .  68 
1993 ,  36 .  26 
1987 ,  36 .  55 
1987 ,  36 .  55 
1987 ,  36 .  98 
1986 ,  35 .  68 
1985 ,  35 .  10 
1983 ,  35 .  82 
1982 ,  36 .  40 
1985 ,  36 .  11 
1987 ,  36 .  55 
1987 ,  37 .  42 
1982 ,  35 .  82 
1985 ,  36 .  84 
1987 ,  34 .  52 
1994 ,  36 .  98 
1989 ,  36 .  40 
1985 ,  36 .  84 
1986 ,  35 .  82 
1985 ,  35 .  82 
1986 ,  36 .  26 
1986 ,  36 .  84 
1987 ,  36 .  55 
1985 ,  36 .  40 
1986 ,  35 .  68 
1987 ,  36 .  40 
1985 ,  34 .  81 
1984 ,  35 .  82 
1986 ,  34 .  81 
1984 ,  33 .  50 
1985 ,  33 .  36 
1987 ,  34 .  23 
1986 ,  34 .  23 
1980 ,  35 .  10 
1986 ,  33 .  36 
1985 ,  35 .  82 
1984 ,  34 .   8 
1988 ,  35 .  10 
1986 ,  32 .  63 
1981 ,  35 .  82 
1985 ,  34 .  37 
1985 ,  34 .  23 
1981 ,  36 .  55 
1991 ,  33 .  50 
1986 ,  31 .  91 
1988 ,  31 .  76 
1988 ,  36 .  26 
1984 ,  32 .  34 
1984 ,  34 .  52 
1985 ,  32 .  20 
1984 ,  36 .  98 
1986 ,  33 .  36 
1988 ,  34 .  81 
1986 ,  35 .  39 
1986 ,  36 .  98 
1985 ,  32 .  92 
1988 ,  36 .  84 
1986 ,  36 .  98 
1984 ,  32 .  92 
1985 ,  34 .  52 
1984 ,  31 .  18 
1986 ,  30 .   2 
1988 ,  31 .  76 
1984 ,  31 .  62 
1984 ,  32 .  34 
1985 ,  32 .  34 
1985 ,  31 .  62 
1985 ,  31 .  18 
1985 ,  29 .  44 
1987 ,  36 .  98 
1985 ,  31 .  18 
1985 ,  31 .   4 
1986 ,  31 .   4 
1987 ,  32 .   5 
1985 ,  35 .  68 
1987 ,  33 .   7 
1987 ,  30 .  75 
1986 ,  31 .  18 
1986 ,  31 .   4 
1986 ,  31 .   4 
1986 ,  31 .   4 
1987 ,  31 .  62 
1985 ,  36 .  26 
1986 ,  31 .  62 
1986 ,  31 .  76 
1985 ,  32 .  92 
1986 ,  33 .   7 
1987 ,  33 .  50 
1985 ,  31 .  18 
1985 ,  30 .  46 
1986 ,  32 .  20 
1987 ,  35 .  10 
1986 ,  33 .   7 
1988 ,  31 .  62 
1987 ,  35 .  68 
1984 ,  31 .  18 
1987 ,  30 .  46 
1984 ,  30 .  60 
1988 ,  36 .  98 
1986 ,  32 .  34 
1986 ,  31 .  62 
1985 ,  35 .  82 
1985 ,  31 .   4 
1986 ,  31 .  91 
1987 ,  32 .  34 
1986 ,  30 .  60 
1987 ,  32 .  20 
1985 ,  32 .  34 
1986 ,  31 .  18 
1985 ,  31 .  18 
1987 ,  36 .  55 
1986 ,  37 .  71 
1986 ,  32 .  34 
1987 ,  32 .  34 
1986 ,  33 .  21 
1988 ,  33 .   7 
1987 ,  33 .  94 
1983 ,  33 .  94 
1985 ,  36 .  98 
1986 ,  34 .  52 
1985 ,  34 .  52 
1986 ,  34 .  23 
1986 ,  36 .  98 
1986 ,  34 .  52 
1986 ,  34 .  52 
1986 ,  36 .  84 
1985 ,  34 .  81 
1984 ,  33 .  79 
1986 ,  34 .  81 
1985 ,  34 .  95 
1986 ,  34 .  52 
1986 ,  34 .  52 
1985 ,  35 .  10 
1985 ,  34 .  81 
1986 ,  37 .  71 
1986 ,  34 .  81 
1983 ,  34 .  23 
1985 ,  35 .  39 
1984 ,  34 .  52 
1985 ,  34 .  52 
1985 ,  35 .  10 
1986 ,  35 .  39 
1983 ,  36 .  84 
1988 ,  35 .  24 
1988 ,  35 .  82 
1985 ,  35 .  68 
1985 ,  36 .  84 
1986 ,  35 .  82 
1984 ,  35 .  68 
1984 ,  36 .  69 
1985 ,  36 .  98 
1986 ,  34 .  81 
1985 ,  36 .  26 
1985 ,  36 .  26 
1992 ,  34 .  23 
1986 ,  35 .  82 
1988 ,  36 .  26 
1985 ,  35 .  82 
1987 ,  35 .  82 
1986 ,  36 .  84 
1987 ,  36 .  55 
1983 ,  36 .  84 
1987 ,  36 .  26 
1979 ,  36 .  84 
1983 ,  35 .  82 
1986 ,  35 .  39 
1986 ,  36 .  26 
1987 ,  36 .  55 
1988 ,  36 .  26 
1987 ,  36 .  40 
1986 ,  36 .  26 
1985 ,  36 .  84 
1985 ,  35 .  39 
1984 ,  36 .  55 
1984 ,  35 .  82 
1985 ,  35 .  39 
1984 ,  36 .  26 
1984 ,  36 .  98 
1984 ,  36 .  84 
1985 ,  35 .  82 
1985 ,  36 .  84 
1986 ,  36 .  98 
1988 ,  36 .  26 
1984 ,  36 .  98 
1986 ,  36 .  98 
1985 ,  36 .  98 
1985 ,  36 .  55 
1984 ,  36 .  55 
1987 ,  36 .  84 
1986 ,  36 .  98 
1985 ,  36 .  98 
1985 ,  36 .  98 
1986 ,  36 .  98 
1986 ,  36 .  98 
1986 ,  36 .  84 
1987 ,  36 .  98 
1987 ,  36 .  55 
1985 ,  36 .  69 
1982 ,  36 .  40 
1985 ,  36 .  55 
1985 ,  36 .  98 
1986 ,  38 .  87 
1986 ,  36 .  26 
1985 ,  36 .  98 
1984 ,  36 .  84 
1986 ,  37 .  71 
1985 ,  36 .  40 
1986 ,  36 .  84 
1984 ,  38 .  14 
1984 ,  38 .   0 
1985 ,  36 .  69 
1985 ,  36 .  40 
1985 ,  36 .  98 
1986 ,  37 .  71 
1986 ,  36 .  84 
1984 ,  36 .  26 
1985 ,  35 .  82 
1985 ,  36 .  98 
1986 ,  35 .  68 
1986 ,  35 .  82 
1985 ,  36 .  26 
1985 ,  35 .  82 
1985 ,  35 .  39 
1985 ,  36 .  55 
1983 ,  35 .  68 
1985 ,  35 .  68 
1987 ,  35 .  53 
1984 ,  36 .  98 
1985 ,  36 .  11 
1984 ,  35 .  82 
1983 ,  36 .  84 
1985 ,  36 .  26 
1986 ,  36 .  55 
1986 ,  36 .  84 
1986 ,  37 .  56 
1984 ,  36 .  40 
1984 ,  36 .  26 
1987 ,  35 .  82 
1982 ,  36 .  55 
1983 ,  35 .  82 
1985 ,  36 .  55 
1984 ,  38 .   0 
1986 ,  36 .  98 
1984 ,  36 .  26 
1985 ,  35 .  82 
1985 ,  36 .  84 
1984 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  84 
1986 ,  36 .  98 
1984 ,  36 .  98 
1983 ,  36 .  84 
1984 ,  35 .  68 
1987 ,  37 .  42 
1986 ,  36 .  55 
1986 ,  36 .  84 
1983 ,  37 .  56 
1987 ,  36 .  84 
1984 ,  35 .  39 
1985 ,  37 .  56 
1985 ,  36 .  84 
1985 ,  36 .  55 
1985 ,  36 .  84 
1983 ,  36 .  55 
1984 ,  36 .  84 
1986 ,  36 .  84 
1986 ,  36 .  26 
1985 ,  36 .  98 
1985 ,  36 .  55 
1985 ,  37 .  56 
1984 ,  36 .  98 
1984 ,  38 .   0 
1981 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  84 
1983 ,  36 .  98 
1984 ,  36 .  84 
1985 ,  37 .  42 
1986 ,  36 .  98 
1981 ,  37 .  85 
1985 ,  36 .  69 
1984 ,  36 .  98 
1986 ,  38 .   0 
1985 ,  36 .  98 
1978 ,  36 .  69 
1982 ,  35 .  82 
1984 ,  36 .  84 
1984 ,  37 .  42 
1986 ,  39 .  30 
1986 ,  37 .  71 
1986 ,  36 .  98 
1985 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  84 
1984 ,  36 .  84 
1984 ,  36 .  84 
1984 ,  37 .  42 
1983 ,  36 .  98 
1984 ,  36 .  98 
1983 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  55 
1984 ,  36 .  55 
1984 ,  36 .  98 
1985 ,  36 .  40 
1983 ,  36 .  98 
1984 ,  36 .  84 
1984 ,  36 .  98 
1984 ,  36 .  98 
1986 ,  36 .  55 
1985 ,  36 .  26 
1986 ,  36 .  98 
1983 ,  36 .  98 
1985 ,  36 .  98 
1985 ,  38 .   0 
1985 ,  36 .  98 
1985 ,  35 .  82 
1987 ,  36 .  98 
1984 ,  36 .  98 
1985 ,  36 .  84 
1986 ,  36 .  98 
1985 ,  36 .  26 
1985 ,  36 .  55 
1984 ,  37 .  71 
1985 ,  36 .  98 
1985 ,  36 .  98 
1984 ,  36 .  69 
1984 ,  36 .  69 
1982 ,  39 .  30 
1984 ,  38 .  14 
1983 ,  35 .  39 
1984 ,  34 .  52 
1984 ,  36 .  98 
1984 ,  37 .  71 
1986 ,  36 .  98 
1984 ,  38 .  14 
1983 ,  36 .  40 
1983 ,  36 .  98 
1986 ,  35 .  82 
1986 ,  35 .  24 
1984 ,  35 .  68 
1984 ,  35 .  68 
1985 ,  35 .  68 
1984 ,  35 .  24 
1984 ,  37 .  71 
1985 ,  35 .  82 
1984 ,  36 .  40 
1985 ,  35 .  10 
1982 ,  36 .  26 
1984 ,  36 .  98 
1984 ,  36 .  55 
1984 ,  36 .  26 
1984 ,  36 .  40 
1986 ,  35 .  24 
1985 ,  36 .  69 
1985 ,  36 .  26 
1985 ,  36 .  26 
1986 ,  36 .  98 
1984 ,  35 .  82 
1984 ,  36 .  69 
1984 ,  36 .  98 
1986 ,  37 .  42 
1984 ,  36 .  84 
1986 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  38 .  58 
1986 ,  36 .  98 
1985 ,  36 .  40 
1984 ,  36 .  84 
1984 ,  36 .  98 
1986 ,  37 .  42 
1984 ,  36 .  55 
1986 ,  36 .  55 
1986 ,  36 .  98 
1985 ,  36 .  98 
1984 ,  36 .  55 
1985 ,  37 .  71 
1986 ,  36 .  98 
1984 ,  36 .  40 
1984 ,  36 .  40 
1985 ,  36 .  40 
1985 ,  36 .  98 
1984 ,  36 .  84 
